"species","decimalLongitude","decimalLatitude","year"
"2680","Cardinalis cardinalis",-79.513905,43.663979,2024
"2681","Cardinalis cardinalis",-79.513905,43.663979,2024
"2682","Cardinalis cardinalis",-79.513905,43.663979,2024
"2683","Cardinalis cardinalis",-77.51275,43.192703,2024
"2684","Cardinalis cardinalis",-79.513905,43.663979,2024
"2685","Cardinalis cardinalis",-79.513905,43.663979,2024
"2686","Cardinalis cardinalis",-81.413957,35.652715,2024
"2687","Cardinalis cardinalis",-76.368776,35.823739,2024
"2688","Cardinalis cardinalis",-82.526196,35.345619,2024
"2689","Cardinalis cardinalis",-71.732865,41.425699,2024
"2690","Cardinalis cardinalis",-82.488985,35.248124,2024
"2691","Cardinalis cardinalis",-79.523747,35.939587,2024
"2692","Cardinalis cardinalis",-71.709921,41.497609,2024
"2693","Cardinalis cardinalis",-71.609499,41.443612,2024
"2694","Cardinalis cardinalis",-71.669899,41.497919,2024
"2695","Cardinalis cardinalis",-71.632675,41.524263,2024
"2696","Cardinalis cardinalis",-81.283052,28.701185,2024
"2697","Cardinalis cardinalis",-77.344686,38.802497,2024
"2698","Cardinalis cardinalis",-75.202582,40.171399,2024
"2699","Cardinalis cardinalis",-79.094504,43.811538,2024
"2700","Cardinalis cardinalis",-71.941163,42.893351,2024
"2701","Cardinalis cardinalis",-95.573265,29.755971,2024
"2702","Cardinalis cardinalis",-95.573265,29.755971,2024
"2703","Cardinalis cardinalis",-95.573265,29.755971,2024
"2704","Cardinalis cardinalis",-79.809601,36.072159,2024
"2705","Cardinalis cardinalis",-97.466827,31.330163,2024
"2706","Cardinalis cardinalis",-71.145735,42.371712,2024
"2707","Cardinalis cardinalis",-97.466774,31.329975,2024
"2708","Cardinalis cardinalis",-98.48366,29.465154,2024
"2709","Cardinalis cardinalis",-76.761201,39.022366,2024
"2710","Cardinalis cardinalis",-70.321151,44.412091,2024
"2711","Cardinalis cardinalis",-76.753625,39.032533,2024
"2712","Cardinalis cardinalis",-79.38397,43.713007,2024
"2713","Cardinalis cardinalis",-95.999835,36.176476,2024
"2714","Cardinalis cardinalis",-97.424288,32.696996,2024
"2715","Cardinalis cardinalis",-98.529169,29.552748,2024
"2716","Cardinalis cardinalis",-73.590134,45.505398,2024
"2717","Cardinalis cardinalis",-73.591415,45.506924,2024
"2718","Cardinalis cardinalis",-89.002006,40.526363,2024
"2719","Cardinalis cardinalis",-98.374654,29.525979,2024
"2720","Cardinalis cardinalis",-77.347351,44.170628,2024
"2721","Cardinalis cardinalis",-77.347347,44.170626,2024
"2722","Cardinalis cardinalis",-77.347347,44.170631,2024
"2723","Cardinalis cardinalis",-75.131084,40.320761,2024
"2724","Cardinalis cardinalis",-79.81418,39.524677,2024
"2725","Cardinalis cardinalis",-110.810587,32.316462,2024
"2726","Cardinalis cardinalis",-79.044911,35.910759,2024
"2727","Cardinalis cardinalis",-96.52764,31.524829,2024
"2728","Cardinalis cardinalis",-71.171067,42.47195,2024
"2729","Cardinalis cardinalis",-71.169778,42.472078,2024
"2730","Cardinalis cardinalis",-71.16983,42.471978,2024
"2731","Cardinalis cardinalis",-99.694763,32.791258,2024
"2732","Cardinalis cardinalis",-97.025877,30.383838,2024
"2733","Cardinalis cardinalis",-97.025877,30.383838,2024
"2734","Cardinalis cardinalis",-97.025877,30.383838,2024
"2735","Cardinalis cardinalis",-73.646717,45.715635,2024
"2736","Cardinalis cardinalis",-73.646717,45.715635,2024
"2737","Cardinalis cardinalis",-96.705547,32.703732,2024
"2738","Cardinalis cardinalis",-95.573265,29.755971,2024
"2739","Cardinalis cardinalis",-74.005222,40.746361,2024
"2740","Cardinalis cardinalis",-75.598469,45.142881,2024
"2741","Cardinalis cardinalis",-96.626572,33.182245,2024
"2742","Cardinalis cardinalis",-97.133068,33.214841,2024
"2743","Cardinalis cardinalis",-97.148845,33.211926,2024
"2744","Cardinalis cardinalis",-110.970631,27.957788,2024
"2745","Cardinalis cardinalis",-78.824527,35.775762,2024
"2746","Cardinalis cardinalis",-75.067297,40.328704,2024
"2747","Cardinalis cardinalis",-75.067297,40.328704,2024
"2748","Cardinalis cardinalis",-84.713468,32.719469,2024
"2749","Cardinalis cardinalis",-75.067297,40.328704,2024
"2750","Cardinalis cardinalis",-98.406567,29.534728,2024
"2751","Cardinalis cardinalis",-98.48673,29.874797,2024
"2752","Cardinalis cardinalis",-84.712569,32.799799,2024
"2753","Cardinalis cardinalis",-95.631921,29.370962,2024
"2754","Cardinalis cardinalis",-80.162243,26.485463,2024
"2755","Cardinalis cardinalis",-77.159609,38.905691,2024
"2756","Cardinalis cardinalis",-77.10262,38.892245,2024
"2757","Cardinalis cardinalis",-77.150275,38.953437,2024
"2758","Cardinalis cardinalis",-88.202112,42.392403,2024
"2759","Cardinalis cardinalis",-81.30269,29.865943,2024
"2760","Cardinalis cardinalis",-81.30269,29.865943,2024
"2761","Cardinalis cardinalis",-81.30269,29.865943,2024
"2762","Cardinalis cardinalis",-84.026954,34.075882,2024
"2763","Cardinalis cardinalis",-78.461141,36.050649,2024
"2764","Cardinalis cardinalis",-85.962642,31.793066,2024
"2765","Cardinalis cardinalis",-85.961272,31.791495,2024
"2766","Cardinalis cardinalis",-97.154433,33.1329,2024
"2767","Cardinalis cardinalis",-98.451327,29.485405,2024
"2768","Cardinalis cardinalis",-98.451327,29.485405,2024
"2769","Cardinalis cardinalis",-85.047676,35.163018,2024
"2770","Cardinalis cardinalis",-95.451768,29.765631,2024
"2771","Cardinalis cardinalis",-98.486777,29.874765,2024
"2772","Cardinalis cardinalis",-77.51275,43.192703,2024
"2773","Cardinalis cardinalis",-97.114661,31.548753,2024
"2774","Cardinalis cardinalis",-86.72297,33.456275,2024
"2775","Cardinalis cardinalis",-97.512741,32.741252,2024
"2776","Cardinalis cardinalis",-73.451183,41.629148,2024
"2777","Cardinalis cardinalis",-73.970569,40.710317,2024
"2778","Cardinalis cardinalis",-91.106861,30.368516,2024
"2779","Cardinalis cardinalis",-86.390172,35.839929,2024
"2780","Cardinalis cardinalis",-82.539258,35.319211,2024
"2781","Cardinalis cardinalis",-78.713651,35.810995,2024
"2782","Cardinalis cardinalis",-80.13459,26.286368,2024
"2783","Cardinalis cardinalis",-78.762221,35.727014,2024
"2784","Cardinalis cardinalis",-95.943413,36.080964,2024
"2785","Cardinalis cardinalis",-77.314258,44.476914,2024
"2786","Cardinalis cardinalis",-84.32682,46.519078,2024
"2787","Cardinalis cardinalis",-110.855932,32.330185,2024
"2788","Cardinalis cardinalis",-79.712867,36.111617,2024
"2789","Cardinalis cardinalis",-97.728805,30.505211,2024
"2790","Cardinalis cardinalis",-98.471491,29.4591,2024
"2791","Cardinalis cardinalis",-99.372551,36.423715,2024
"2792","Cardinalis cardinalis",-91.127066,38.592574,2024
"2793","Cardinalis cardinalis",-91.127067,38.592585,2024
"2794","Cardinalis cardinalis",-91.127072,38.592572,2024
"2795","Cardinalis cardinalis",-79.163416,37.478522,2024
"2796","Cardinalis cardinalis",-88.029541,41.940478,2024
"2797","Cardinalis cardinalis",-88.039931,41.861315,2024
"2798","Cardinalis cardinalis",-83.246174,33.972595,2024
"2799","Cardinalis cardinalis",-84.543506,33.831583,2024
"2800","Cardinalis cardinalis",-93.155436,44.979286,2024
"2801","Cardinalis cardinalis",-93.155436,44.979286,2024
"2802","Cardinalis cardinalis",-71.167283,42.471992,2024
"2803","Cardinalis cardinalis",-71.166253,42.471,2024
"2804","Cardinalis cardinalis",-100.115148,25.898037,2024
"2805","Cardinalis cardinalis",-97.125736,33.248179,2024
"2806","Cardinalis cardinalis",-91.115453,30.409894,2024
"2807","Cardinalis cardinalis",-83.901959,33.814522,2024
"2808","Cardinalis cardinalis",-71.786273,41.579748,2024
"2809","Cardinalis cardinalis",-81.31039,42.930217,2024
"2810","Cardinalis cardinalis",-81.312028,42.929088,2024
"2811","Cardinalis cardinalis",-81.312398,42.928228,2024
"2812","Cardinalis cardinalis",-81.183132,34.049475,2024
"2813","Cardinalis cardinalis",-75.067297,40.328704,2024
"2814","Cardinalis cardinalis",-97.79624,30.611432,2024
"2815","Cardinalis cardinalis",-70.238764,43.708784,2024
"2816","Cardinalis cardinalis",-110.9552,32.232242,2024
"2817","Cardinalis cardinalis",-82.5304,36.191036,2024
"2818","Cardinalis cardinalis",-73.96489,40.660603,2024
"2819","Cardinalis cardinalis",-91.59925,41.66783,2024
"2820","Cardinalis cardinalis",-78.793511,38.073022,2024
"2821","Cardinalis cardinalis",-98.415041,30.641754,2024
"2822","Cardinalis cardinalis",-85.047847,35.024666,2024
"2823","Cardinalis cardinalis",-75.067267,40.328746,2024
"2824","Cardinalis cardinalis",-79.117842,43.794114,2024
"2825","Cardinalis cardinalis",-91.106828,30.37148,2024
"2826","Cardinalis cardinalis",-79.886445,43.289273,2024
"2827","Cardinalis cardinalis",-88.202112,42.392403,2024
"2828","Cardinalis cardinalis",-76.453945,42.534085,2024
"2829","Cardinalis cardinalis",-76.561854,42.54416,2024
"2830","Cardinalis cardinalis",-80.251647,43.609453,2024
"2831","Cardinalis cardinalis",-93.586331,32.209041,2024
"2832","Cardinalis cardinalis",-97.115611,31.554028,2024
"2833","Cardinalis cardinalis",-97.280635,32.886146,2024
"2834","Cardinalis cardinalis",-97.102558,32.681114,2024
"2835","Cardinalis cardinalis",-97.101863,32.612056,2024
"2836","Cardinalis cardinalis",-96.8492,33.046564,2024
"2837","Cardinalis cardinalis",-74.99,40.23,2024
"2838","Cardinalis cardinalis",-111.73377,33.361502,2024
"2839","Cardinalis cardinalis",-73.802314,45.629645,2024
"2840","Cardinalis cardinalis",-73.802412,45.629717,2024
"2841","Cardinalis cardinalis",-73.802927,45.629781,2024
"2842","Cardinalis cardinalis",-96.877821,33.116263,2024
"2843","Cardinalis cardinalis",-97.644266,27.866988,2024
"2844","Cardinalis cardinalis",-93.095828,45.071831,2024
"2845","Cardinalis cardinalis",-96.405556,30.592222,2024
"2846","Cardinalis cardinalis",-96.405556,30.592222,2024
"2847","Cardinalis cardinalis",-96.405556,30.592222,2024
"2848","Cardinalis cardinalis",-96.405556,30.592222,2024
"2849","Cardinalis cardinalis",-90.702966,38.703168,2024
"2850","Cardinalis cardinalis",-90.702966,38.703168,2024
"2851","Cardinalis cardinalis",-81.854549,41.364663,2024
"2852","Cardinalis cardinalis",-82.44248,35.608497,2024
"2853","Cardinalis cardinalis",-80.358712,43.40755,2024
"2854","Cardinalis cardinalis",-82.37487,28.073583,2024
"2855","Cardinalis cardinalis",-98.288296,29.412345,2024
"2856","Cardinalis cardinalis",-77.351909,39.67079,2024
"2857","Cardinalis cardinalis",-86.711497,35.23671,2024
"2858","Cardinalis cardinalis",-86.712715,35.23667,2024
"2859","Cardinalis cardinalis",-96.87782,33.115069,2024
"2860","Cardinalis cardinalis",-91.105743,30.370817,2024
"2861","Cardinalis cardinalis",-111.063232,31.703455,2024
"2862","Cardinalis cardinalis",-79.422632,44.638122,2024
"2863","Cardinalis cardinalis",-79.422632,44.638122,2024
"2864","Cardinalis cardinalis",-76.783276,39.193863,2024
"2865","Cardinalis cardinalis",-76.790929,39.067009,2024
"2866","Cardinalis cardinalis",-76.639793,39.019912,2024
"2867","Cardinalis cardinalis",-76.630464,39.00575,2024
"2868","Cardinalis cardinalis",-97.105697,31.536622,2024
"2869","Cardinalis cardinalis",-97.372377,31.921125,2024
"2870","Cardinalis cardinalis",-73.624087,40.623265,2024
"2871","Cardinalis cardinalis",-97.371538,31.9201,2024
"2872","Cardinalis cardinalis",-77.512795,43.192713,2024
"2873","Cardinalis cardinalis",-82.701457,28.088601,2024
"2874","Cardinalis cardinalis",-81.39846,27.336152,2024
"2875","Cardinalis cardinalis",-98.289275,29.413253,2024
"2876","Cardinalis cardinalis",-90.497092,36.041496,2024
"2877","Cardinalis cardinalis",-97.125736,33.248179,2024
"2878","Cardinalis cardinalis",-82.539515,35.617551,2024
"2879","Cardinalis cardinalis",-97.1425,33.253485,2024
"2880","Cardinalis cardinalis",-79.422632,44.638122,2024
"2881","Cardinalis cardinalis",-79.422632,44.638122,2024
"2882","Cardinalis cardinalis",-79.422632,44.638122,2024
"2883","Cardinalis cardinalis",-76.99543,35.038486,2024
"2884","Cardinalis cardinalis",-79.044362,35.91114,2024
"2885","Cardinalis cardinalis",-82.377046,28.073747,2024
"2886","Cardinalis cardinalis",-78.708671,35.76236,2024
"2887","Cardinalis cardinalis",-73.937382,45.470842,2024
"2888","Cardinalis cardinalis",-80.370881,27.584504,2024
"2889","Cardinalis cardinalis",-77.501094,38.973845,2024
"2890","Cardinalis cardinalis",-72.218482,42.56768,2024
"2891","Cardinalis cardinalis",-98.250778,29.601362,2024
"2892","Cardinalis cardinalis",-83.928772,33.367645,2024
"2893","Cardinalis cardinalis",-96.905062,33.784879,2024
"2894","Cardinalis cardinalis",-74.092697,42.137222,2024
"2895","Cardinalis cardinalis",-80.656374,43.182714,2024
"2896","Cardinalis cardinalis",-80.65638,43.182718,2024
"2897","Cardinalis cardinalis",-96.344908,30.598386,2024
"2898","Cardinalis cardinalis",-73.826125,45.536227,2024
"2899","Cardinalis cardinalis",-80.217608,43.537224,2024
"2900","Cardinalis cardinalis",-79.065154,35.630311,2024
"2901","Cardinalis cardinalis",-81.513405,28.534724,2024
"2902","Cardinalis cardinalis",-81.297504,28.639365,2024
"2903","Cardinalis cardinalis",-77.004661,38.971465,2024
"2904","Cardinalis cardinalis",-95.784683,35.982588,2024
"2905","Cardinalis cardinalis",-83.980639,35.760623,2024
"2906","Cardinalis cardinalis",-84.586088,33.862113,2024
"2907","Cardinalis cardinalis",-87.583986,41.776461,2024
"2908","Cardinalis cardinalis",-87.583621,41.776145,2024
"2909","Cardinalis cardinalis",-89.093612,42.277235,2024
"2910","Cardinalis cardinalis",-89.093604,42.277449,2024
"2911","Cardinalis cardinalis",-88.198537,42.389598,2024
"2912","Cardinalis cardinalis",-76.134632,43.034218,2024
"2913","Cardinalis cardinalis",-110.884972,31.739112,2024
"2914","Cardinalis cardinalis",-94.704422,31.443978,2024
"2915","Cardinalis cardinalis",-97.121383,31.546028,2024
"2916","Cardinalis cardinalis",-79.802611,35.248214,2024
"2917","Cardinalis cardinalis",-96.687957,30.53868,2024
"2918","Cardinalis cardinalis",-97.086195,32.780716,2024
"2919","Cardinalis cardinalis",-88.202112,42.392403,2024
"2920","Cardinalis cardinalis",-81.005073,29.170403,2024
"2921","Cardinalis cardinalis",-77.299414,38.761981,2024
"2922","Cardinalis cardinalis",-94.535145,36.223353,2024
"2923","Cardinalis cardinalis",-74.192696,45.316604,2024
"2924","Cardinalis cardinalis",-71.171463,42.471808,2024
"2925","Cardinalis cardinalis",-71.171463,42.471845,2024
"2926","Cardinalis cardinalis",-88.202112,42.392403,2024
"2927","Cardinalis cardinalis",-73.815064,45.520969,2024
"2928","Cardinalis cardinalis",-73.815064,45.520969,2024
"2929","Cardinalis cardinalis",-93.129283,44.99987,2024
"2930","Cardinalis cardinalis",-81.242155,41.377888,2024
"2931","Cardinalis cardinalis",-75.909081,40.281677,2024
"2932","Cardinalis cardinalis",-75.067298,40.328704,2024
"2933","Cardinalis cardinalis",-98.563907,29.55834,2024
"2934","Cardinalis cardinalis",-98.233358,29.551523,2024
"2935","Cardinalis cardinalis",-102.140874,32.028727,2024
"2936","Cardinalis cardinalis",-80.052801,40.596703,2024
"2937","Cardinalis cardinalis",-108.971942,25.809597,2024
"2938","Cardinalis cardinalis",-81.468652,41.250348,2024
"2939","Cardinalis cardinalis",-95.497684,30.230564,2024
"2940","Cardinalis cardinalis",-63.478296,44.667527,2024
"2941","Cardinalis cardinalis",-93.28152,37.239679,2024
"2942","Cardinalis cardinalis",-97.64033,30.684781,2024
"2943","Cardinalis cardinalis",-81.468768,41.250476,2024
"2944","Cardinalis cardinalis",-97.680488,30.451596,2024
"2945","Cardinalis cardinalis",-95.588575,29.593969,2024
"2946","Cardinalis cardinalis",-91.00682,30.598666,2024
"2947","Cardinalis cardinalis",-93.221778,44.938803,2024
"2948","Cardinalis cardinalis",-93.221975,44.938449,2024
"2949","Cardinalis cardinalis",-93.221778,44.938803,2024
"2950","Cardinalis cardinalis",-82.558724,29.704993,2024
"2951","Cardinalis cardinalis",-96.920917,32.634714,2024
"2952","Cardinalis cardinalis",-97.467888,32.628733,2024
"2953","Cardinalis cardinalis",-76.968623,38.990641,2024
"2954","Cardinalis cardinalis",-95.913736,36.0842,2024
"2955","Cardinalis cardinalis",-96.988493,33.062523,2024
"2956","Cardinalis cardinalis",-96.988716,33.063456,2024
"2957","Cardinalis cardinalis",-89.538025,40.707767,2024
"2958","Cardinalis cardinalis",-73.788262,42.73623,2024
"2959","Cardinalis cardinalis",-97.273649,30.101366,2024
"2960","Cardinalis cardinalis",-85.962003,31.792195,2024
"2961","Cardinalis cardinalis",-81.285428,42.968033,2024
"2962","Cardinalis cardinalis",-98.266532,29.884708,2024
"2963","Cardinalis cardinalis",-97.114608,31.548862,2024
"2964","Cardinalis cardinalis",-85.132327,42.277635,2024
"2965","Cardinalis cardinalis",-77.17726,38.933868,2024
"2966","Cardinalis cardinalis",-97.421885,35.205151,2024
"2967","Cardinalis cardinalis",-97.421885,35.205151,2024
"2968","Cardinalis cardinalis",-97.421885,35.205151,2024
"2969","Cardinalis cardinalis",-97.421885,35.205151,2024
"2970","Cardinalis cardinalis",-79.579277,42.294561,2024
"2971","Cardinalis cardinalis",-77.512787,43.192688,2024
"2972","Cardinalis cardinalis",-77.512787,43.192712,2024
"2973","Cardinalis cardinalis",-97.330674,32.124363,2024
"2974","Cardinalis cardinalis",-99.156848,29.190554,2024
"2975","Cardinalis cardinalis",-99.156848,29.190554,2024
"2976","Cardinalis cardinalis",-78.792145,35.838863,2024
"2977","Cardinalis cardinalis",-87.087299,41.536198,2024
"2978","Cardinalis cardinalis",-71.746722,41.577561,2024
"2979","Cardinalis cardinalis",-85.193132,35.098604,2024
"2980","Cardinalis cardinalis",-73.593299,45.378396,2024
"2981","Cardinalis cardinalis",-73.937462,45.470968,2024
"2982","Cardinalis cardinalis",-82.400861,40.019281,2024
"2983","Cardinalis cardinalis",-82.166842,28.025081,2024
"2984","Cardinalis cardinalis",-89.084594,43.042042,2024
"2985","Cardinalis cardinalis",-97.115645,32.67867,2024
"2986","Cardinalis cardinalis",-87.025519,37.04647,2024
"2987","Cardinalis cardinalis",-85.192903,35.098398,2024
"2988","Cardinalis cardinalis",-75.476293,40.198992,2024
"2989","Cardinalis cardinalis",-97.528752,31.02024,2024
"2990","Cardinalis cardinalis",-80.21957,43.535837,2024
"2991","Cardinalis cardinalis",-84.794107,33.24355,2024
"2992","Cardinalis cardinalis",-95.769118,29.723207,2024
"2993","Cardinalis cardinalis",-91.09522,30.356946,2024
"2994","Cardinalis cardinalis",-91.095028,30.35703,2024
"2995","Cardinalis cardinalis",-79.383975,43.712986,2024
"2996","Cardinalis cardinalis",-75.067297,40.328704,2024
"2997","Cardinalis cardinalis",-75.067297,40.328704,2024
"2998","Cardinalis cardinalis",-98.706996,29.752295,2024
"2999","Cardinalis cardinalis",-98.706,29.427375,2024
"3000","Cardinalis cardinalis",-74.494551,39.329594,2024
"3001","Cardinalis cardinalis",-88.202112,42.392403,2024
"3002","Cardinalis cardinalis",-88.202112,42.392403,2024
"3003","Cardinalis cardinalis",-88.202112,42.392403,2024
"3004","Cardinalis cardinalis",-88.202112,42.392403,2024
"3005","Cardinalis cardinalis",-70.642041,41.450909,2024
"3006","Cardinalis cardinalis",-70.642041,41.450909,2024
"3007","Cardinalis cardinalis",-96.212799,30.567846,2024
"3008","Cardinalis cardinalis",-88.202112,42.392403,2024
"3009","Cardinalis cardinalis",-88.202112,42.392403,2024
"3010","Cardinalis cardinalis",-97.700586,30.24561,2024
"3011","Cardinalis cardinalis",-81.517435,41.013043,2024
"3012","Cardinalis cardinalis",-87.912752,30.653684,2024
"3013","Cardinalis cardinalis",-74.002135,40.681799,2024
"3014","Cardinalis cardinalis",-84.628069,33.334042,2024
"3015","Cardinalis cardinalis",-81.51858,41.016787,2024
"3016","Cardinalis cardinalis",-81.518637,41.016748,2024
"3017","Cardinalis cardinalis",-81.518625,41.01674,2024
"3018","Cardinalis cardinalis",-83.872102,34.143613,2024
"3019","Cardinalis cardinalis",-87.63325,41.964023,2024
"3020","Cardinalis cardinalis",-98.887459,29.242083,2024
"3021","Cardinalis cardinalis",-84.502201,33.943516,2024
"3022","Cardinalis cardinalis",-97.492844,31.36618,2024
"3023","Cardinalis cardinalis",-70.241188,43.648338,2024
"3024","Cardinalis cardinalis",-76.480969,44.231345,2024
"3025","Cardinalis cardinalis",-81.090222,32.166286,2024
"3026","Cardinalis cardinalis",-82.556833,36.501007,2024
"3027","Cardinalis cardinalis",-76.645234,39.323836,2024
"3028","Cardinalis cardinalis",-79.094764,36.080533,2024
"3029","Cardinalis cardinalis",-75.067297,40.328704,2024
"3030","Cardinalis cardinalis",-75.067297,40.328704,2024
"3031","Cardinalis cardinalis",-84.895576,35.117557,2024
"3032","Cardinalis cardinalis",-84.579791,33.90777,2024
"3033","Cardinalis cardinalis",-75.067297,40.328704,2024
"3034","Cardinalis cardinalis",-75.067291,40.328706,2024
"3035","Cardinalis cardinalis",-75.067286,40.3287,2024
"3036","Cardinalis cardinalis",-96.985917,32.623608,2024
"3037","Cardinalis cardinalis",-75.067297,40.328704,2024
"3038","Cardinalis cardinalis",-76.531276,42.564794,2024
"3039","Cardinalis cardinalis",-76.487782,42.511947,2024
"3040","Cardinalis cardinalis",-87.199226,30.468679,2024
"3041","Cardinalis cardinalis",-88.202112,42.392403,2024
"3042","Cardinalis cardinalis",-88.202112,42.392403,2024
"3043","Cardinalis cardinalis",-88.202112,42.392403,2024
"3044","Cardinalis cardinalis",-88.202112,42.392403,2024
"3045","Cardinalis cardinalis",-85.486017,32.600776,2024
"3046","Cardinalis cardinalis",-93.762164,38.337687,2024
"3047","Cardinalis cardinalis",-97.277992,32.881355,2024
"3048","Cardinalis cardinalis",-74.041032,40.624333,2024
"3049","Cardinalis cardinalis",-82.813331,29.616956,2024
"3050","Cardinalis cardinalis",-84.123136,35.962849,2024
"3051","Cardinalis cardinalis",-94.104113,36.313714,2024
"3052","Cardinalis cardinalis",-110.194768,31.729849,2024
"3053","Cardinalis cardinalis",-97.025877,30.383838,2024
"3054","Cardinalis cardinalis",-97.025877,30.383838,2024
"3055","Cardinalis cardinalis",-79.4038,43.705845,2024
"3056","Cardinalis cardinalis",-86.952345,34.546668,2024
"3057","Cardinalis cardinalis",-80.060798,39.239894,2024
"3058","Cardinalis cardinalis",-75.067297,40.328704,2024
"3059","Cardinalis cardinalis",-77.263758,38.710331,2024
"3060","Cardinalis cardinalis",-77.512817,43.192755,2024
"3061","Cardinalis cardinalis",-77.512755,43.19272,2024
"3062","Cardinalis cardinalis",-77.512742,43.192712,2024
"3063","Cardinalis cardinalis",-75.067297,40.328704,2024
"3064","Cardinalis cardinalis",-97.115841,32.783056,2024
"3065","Cardinalis cardinalis",-80.362652,43.360371,2024
"3066","Cardinalis cardinalis",-75.067297,40.328704,2024
"3067","Cardinalis cardinalis",-80.362652,43.360371,2024
"3068","Cardinalis cardinalis",-80.362652,43.360371,2024
"3069","Cardinalis cardinalis",-80.362652,43.360371,2024
"3070","Cardinalis cardinalis",-80.362652,43.360371,2024
"3071","Cardinalis cardinalis",-75.067297,40.328704,2024
"3072","Cardinalis cardinalis",-81.632506,32.768245,2024
"3073","Cardinalis cardinalis",-75.067297,40.328704,2024
"3074","Cardinalis cardinalis",-111.046956,31.562107,2024
"3075","Cardinalis cardinalis",-111.046956,31.562107,2024
"3076","Cardinalis cardinalis",-75.067297,40.328704,2024
"3077","Cardinalis cardinalis",-75.067297,40.328704,2024
"3078","Cardinalis cardinalis",-79.42321,44.638317,2024
"3079","Cardinalis cardinalis",-79.422632,44.638122,2024
"3080","Cardinalis cardinalis",-79.842042,43.303038,2024
"3081","Cardinalis cardinalis",-79.422632,44.638122,2024
"3082","Cardinalis cardinalis",-76.941964,38.913391,2024
"3083","Cardinalis cardinalis",-77.103771,38.754945,2024
"3084","Cardinalis cardinalis",-95.513425,29.616687,2024
"3085","Cardinalis cardinalis",-79.886363,43.289253,2024
"3086","Cardinalis cardinalis",-89.680855,35.087264,2024
"3087","Cardinalis cardinalis",-90.49913,42.727816,2024
"3088","Cardinalis cardinalis",-77.923081,34.659145,2024
"3089","Cardinalis cardinalis",-78.395175,34.063623,2024
"3090","Cardinalis cardinalis",-78.225154,34.066417,2024
"3091","Cardinalis cardinalis",-82.506315,35.721848,2024
"3092","Cardinalis cardinalis",-82.4362,35.713083,2024
"3093","Cardinalis cardinalis",-78.569402,34.781128,2024
"3094","Cardinalis cardinalis",-94.19329,36.736869,2024
"3095","Cardinalis cardinalis",-76.52859,38.787551,2024
"3096","Cardinalis cardinalis",-88.075242,41.842362,2024
"3097","Cardinalis cardinalis",-88.075273,41.842225,2024
"3098","Cardinalis cardinalis",-96.760291,32.775003,2024
"3099","Cardinalis cardinalis",-79.941296,36.135452,2024
"3100","Cardinalis cardinalis",-75.067297,40.328704,2024
"3101","Cardinalis cardinalis",-75.067297,40.328704,2024
"3102","Cardinalis cardinalis",-75.067297,40.328704,2024
"3103","Cardinalis cardinalis",-88.201503,42.39048,2024
"3104","Cardinalis cardinalis",-88.202112,42.392403,2024
"3105","Cardinalis cardinalis",-84.458512,34.174153,2024
"3106","Cardinalis cardinalis",-79.050208,35.911872,2024
"3107","Cardinalis cardinalis",-81.324671,28.554714,2024
"3108","Cardinalis cardinalis",-87.838888,41.832183,2024
"3109","Cardinalis cardinalis",-96.296442,30.075569,2024
"3110","Cardinalis cardinalis",-98.49562,29.411895,2024
"3111","Cardinalis cardinalis",-74.016372,40.704133,2024
"3112","Cardinalis cardinalis",-99.714073,32.458089,2024
"3113","Cardinalis cardinalis",-80.393947,34.238843,2024
"3114","Cardinalis cardinalis",-97.602548,31.691194,2024
"3115","Cardinalis cardinalis",-75.067297,40.328704,2024
"3116","Cardinalis cardinalis",-110.760641,31.538859,2024
"3117","Cardinalis cardinalis",-78.310827,44.31039,2024
"3118","Cardinalis cardinalis",-73.563009,45.560002,2024
"3119","Cardinalis cardinalis",-73.563009,45.560002,2024
"3120","Cardinalis cardinalis",-73.563009,45.560002,2024
"3121","Cardinalis cardinalis",-73.563009,45.560002,2024
"3122","Cardinalis cardinalis",-73.563009,45.560002,2024
"3123","Cardinalis cardinalis",-73.563009,45.560002,2024
"3124","Cardinalis cardinalis",-73.563009,45.560002,2024
"3125","Cardinalis cardinalis",-73.563009,45.560002,2024
"3126","Cardinalis cardinalis",-73.563009,45.560002,2024
"3127","Cardinalis cardinalis",-78.50098,35.965328,2024
"3128","Cardinalis cardinalis",-88.202112,42.392403,2024
"3129","Cardinalis cardinalis",-88.202112,42.392403,2024
"3130","Cardinalis cardinalis",-88.202112,42.392403,2024
"3131","Cardinalis cardinalis",-97.117963,31.549419,2024
"3132","Cardinalis cardinalis",-83.954738,40.180958,2024
"3133","Cardinalis cardinalis",-82.517602,28.143771,2024
"3134","Cardinalis cardinalis",-86.837042,34.965475,2024
"3135","Cardinalis cardinalis",-86.865003,34.909825,2024
"3136","Cardinalis cardinalis",-86.852357,34.844066,2024
"3137","Cardinalis cardinalis",-86.954636,34.929854,2024
"3138","Cardinalis cardinalis",-86.815796,34.815596,2024
"3139","Cardinalis cardinalis",-86.975382,34.97284,2024
"3140","Cardinalis cardinalis",-86.940096,34.807618,2024
"3141","Cardinalis cardinalis",-86.838257,34.99501,2024
"3142","Cardinalis cardinalis",-86.897374,34.830177,2024
"3143","Cardinalis cardinalis",-86.970095,34.804842,2024
"3144","Cardinalis cardinalis",-86.812659,34.940629,2024
"3145","Cardinalis cardinalis",-86.861063,34.89552,2024
