variable,x,y
bio13,-69.8,0.45200660824775696
bio13,-67.6688,0.45200660824775696
bio13,-65.5376,0.45200660824775696
bio13,-63.4064,0.45200660824775696
bio13,-61.2752,0.45200660824775696
bio13,-59.144,0.45200660824775696
bio13,-57.0128,0.45200660824775696
bio13,-54.8816,0.45200660824775696
bio13,-52.7504,0.45200660824775696
bio13,-50.6192,0.45200660824775696
bio13,-48.488,0.45200660824775696
bio13,-46.3568,0.45200660824775696
bio13,-44.2256,0.45200660824775696
bio13,-42.0944,0.45200660824775696
bio13,-39.9632,0.45200660824775696
bio13,-37.832,0.45200660824775696
bio13,-35.7008,0.45200660824775696
bio13,-33.5696,0.45200660824775696
bio13,-31.4384,0.45200660824775696
bio13,-29.3072,0.45200660824775696
bio13,-27.175999999999995,0.45200660824775696
bio13,-25.044800000000002,0.45200660824775696
bio13,-22.913600000000002,0.45200660824775696
bio13,-20.782399999999996,0.45200660824775696
bio13,-18.651200000000003,0.45200660824775696
bio13,-16.520000000000003,0.45200660824775696
bio13,-14.388800000000003,0.45200660824775696
bio13,-12.257600000000004,0.45200660824775696
bio13,-10.126400000000004,0.45200660824775696
bio13,-7.995200000000004,0.45200660824775696
bio13,-5.864000000000004,0.45200660824775696
bio13,-3.7327999999999975,0.45200660824775696
bio13,-1.6016000000000048,0.45200660824775696
bio13,0.5295999999999879,0.45200660824775696
bio13,2.6607999999999947,0.45200660824775696
bio13,4.792000000000002,0.45200660824775696
bio13,6.923199999999994,0.45200660824775696
bio13,9.054400000000001,0.45200660824775696
bio13,11.185599999999994,0.45200660824775696
bio13,13.316799999999986,0.45200660824775696
bio13,15.448000000000008,0.45200660824775696
bio13,17.5792,0.45200660824775696
bio13,19.710399999999993,0.45509377121925354
bio13,21.8416,0.4643454849720001
bio13,23.972799999999992,0.47357699275016785
bio13,26.103999999999985,0.4827812910079956
bio13,28.235200000000006,0.49195143580436707
bio13,30.3664,0.5010806322097778
bio13,32.49759999999999,0.5101621150970459
bio13,34.6288,0.5191892385482788
bio13,36.75999999999999,0.5281556248664856
bio13,38.8912,0.5370549559593201
bio13,41.02239999999999,0.5458809733390808
bio13,43.1536,0.5546278357505798
bio13,45.28479999999999,0.5632897615432739
bio13,47.41599999999998,0.5718611478805542
bio13,49.54719999999999,0.5803366899490356
bio13,51.678399999999996,0.5887113213539124
bio13,53.80959999999999,0.596980094909668
bio13,55.940799999999996,0.6051384210586548
bio13,58.07199999999999,0.6131819486618042
bio13,60.203199999999995,0.6211065053939819
bio13,62.3344,0.6289082765579224
bio13,64.46559999999998,0.6365836262702942
bio13,66.59679999999999,0.6441292762756348
bio13,68.728,0.6515421271324158
bio13,70.85919999999997,0.6588193774223328
bio13,72.99040000000001,0.6659584641456604
bio13,75.12159999999999,0.6729571223258972
bio13,77.2528,0.6798133254051208
bio13,79.384,0.6865253448486328
bio13,81.51519999999998,0.6930915117263794
bio13,83.64639999999999,0.6995107531547546
bio13,85.77759999999999,0.705781877040863
bio13,87.9088,0.7119041085243225
bio13,90.04,0.7178767919540405
bio13,92.17119999999998,0.7236996293067932
bio13,94.30239999999999,0.7293723225593567
bio13,96.43359999999997,0.7348949313163757
bio13,98.5648,0.7402675747871399
bio13,100.69600000000001,0.7454907298088074
bio13,102.82719999999999,0.7505647540092468
bio13,104.9584,0.7554904222488403
bio13,107.08959999999998,0.76026850938797
bio13,109.22079999999998,0.7648999094963074
bio13,111.35199999999996,0.7693857550621033
bio13,113.4832,0.7737271189689636
bio13,115.6144,0.7779253125190735
bio13,117.74559999999998,0.7819816470146179
bio13,119.87679999999999,0.7858975529670715
bio13,122.00799999999997,0.7896745204925537
bio13,124.13919999999997,0.7933140993118286
bio13,126.27040000000001,0.7968178987503052
bio13,128.40159999999997,0.8001874685287476
bio13,130.5328,0.803424596786499
bio13,132.664,0.8065308332443237
bio13,134.79519999999997,0.8095079064369202
bio13,136.9264,0.8123576045036316
bio13,139.05759999999998,0.8150815367698669
bio13,141.18880000000001,0.8176813721656799
bio13,143.32,0.8201587796211243
bio13,145.45119999999997,0.8225154280662537
bio13,147.5824,0.824752926826477
bio13,149.71359999999999,0.8268727660179138
bio13,151.84479999999996,0.8288766145706177
bio13,153.976,0.8307658433914185
bio13,156.10719999999998,0.8325419425964355
bio13,158.2384,0.8342062830924988
bio13,160.3696,0.8357601165771484
bio13,162.50079999999997,0.8372047543525696
bio13,164.63199999999995,0.8385413289070129
bio13,166.76319999999998,0.839771032333374
bio13,168.89439999999996,0.8408948183059692
bio13,171.0256,0.841913640499115
bio13,173.15679999999998,0.8428284525871277
bio13,175.28799999999995,0.8436400294303894
bio13,177.4192,0.8443490266799927
bio13,179.55039999999997,0.8449561595916748
bio13,181.6816,0.845461905002594
bio13,183.81279999999998,0.8458667397499084
bio13,185.94399999999996,0.8461710214614868
bio13,188.0752,0.846375048160553
bio13,190.20639999999997,0.8464789986610413
bio13,192.33759999999995,0.8464829325675964
bio13,194.4688,0.8463868498802185
bio13,196.59999999999997,0.8461907505989075
bio13,198.73119999999994,0.8458943963050842
bio13,200.86239999999998,0.8454974889755249
bio13,202.99359999999996,0.8449997305870056
bio13,205.1248,0.8444006443023682
bio13,207.25599999999997,0.8436996936798096
bio13,209.38719999999995,0.8428962230682373
bio13,211.51839999999993,0.8419895768165588
bio13,213.64959999999996,0.8409789800643921
bio13,215.7808,0.8398634791374207
bio13,217.91199999999998,0.8386422395706177
bio13,220.04319999999996,0.8373140692710876
bio13,222.17439999999993,0.8358780145645142
bio13,224.30559999999997,0.8343328237533569
bio13,226.4368,0.8326773047447205
bio13,228.56799999999998,0.8309100866317749
bio13,230.69919999999996,0.8290297985076904
bio13,232.83039999999994,0.8270350694656372
bio13,234.96159999999998,0.8249244093894958
bio13,237.09279999999995,0.8226962685585022
bio13,239.224,0.8203490376472473
bio13,241.35519999999997,0.8178812265396118
bio13,243.48639999999995,0.8152911067008972
bio13,245.61759999999998,0.8125770092010498
bio13,247.74879999999996,0.8097373843193054
bio13,249.88,0.8067703247070312
bio13,252.01119999999992,0.8036743402481079
bio13,254.14239999999995,0.8004476428031921
bio13,256.2736,0.7970885634422302
bio13,258.40479999999997,0.7935954332351685
bio13,260.536,0.7899665832519531
bio13,262.6671999999999,0.7862005233764648
bio13,264.79839999999996,0.7822956442832947
bio13,266.9296,0.7782504558563232
bio13,269.0608,0.7740635275840759
bio13,271.192,0.7697334885597229
bio13,273.32319999999993,0.7652590274810791
bio13,275.45439999999996,0.7606391906738281
bio13,277.58559999999994,0.7558727264404297
bio13,279.7168,0.7509587407112122
bio13,281.84799999999996,0.7458963990211487
bio13,283.97919999999993,0.7406851053237915
bio13,286.11039999999997,0.7353241443634033
bio13,288.24159999999995,0.7298133969306946
bio13,290.3728,0.7241525650024414
bio13,292.5039999999999,0.718341588973999
bio13,294.63519999999994,0.7123807072639465
bio13,296.7664,0.7062702775001526
bio13,298.89759999999995,0.7000108361244202
bio13,301.0288,0.6936032772064209
bio13,303.1599999999999,0.687048614025116
bio13,305.29119999999995,0.6803480982780457
bio13,307.4224,0.6735032200813293
bio13,309.55359999999996,0.6665157079696655
bio13,311.6848,0.6593875288963318
bio13,313.8159999999999,0.6521211266517639
bio13,315.94719999999995,0.6447188854217529
bio13,318.07839999999993,0.637183666229248
bio13,320.20959999999997,0.629518449306488
bio13,322.3408,0.6217265129089355
bio13,324.4719999999999,0.6138114929199219
bio13,326.60319999999996,0.6057771444320679
bio13,328.73439999999994,0.5976277589797974
bio13,330.8656,0.5893675088882446
bio13,332.99679999999995,0.5810011029243469
bio13,335.12799999999993,0.572533369064331
bio13,337.25919999999996,0.5639693737030029
bio13,339.39039999999994,0.555314302444458
bio13,341.5216,0.5465739369392395
bio13,343.65279999999996,0.5377539396286011
bio13,345.78399999999993,0.5288602113723755
bio13,347.91519999999997,0.5198988914489746
bio13,350.04639999999995,0.5108763575553894
bio13,352.1776,0.5017988085746765
bio13,354.30879999999996,0.4926731586456299
bio13,356.43999999999994,0.4835059940814972
bio13,358.5711999999999,0.4743041694164276
bio13,360.70239999999995,0.4650745689868927
bio13,362.8336,0.45582422614097595
bio13,364.96479999999997,0.4465600252151489
bio13,367.09599999999995,0.43728935718536377
bio13,369.2271999999999,0.42801913619041443
bio13,371.35839999999996,0.41875651478767395
bio13,373.48959999999994,0.4095085859298706
bio13,375.6208,0.4002823531627655
bio13,377.75199999999995,0.3910847306251526
bio13,379.88319999999993,0.3819228410720825
bio13,382.01439999999997,0.3728034496307373
bio13,384.14559999999994,0.3637332022190094
bio13,386.2768,0.35471874475479126
bio13,388.40799999999996,0.34576648473739624
bio13,390.53919999999994,0.336882621049881
bio13,392.6704,0.32807350158691406
bio13,394.80159999999995,0.3193449378013611
bio13,396.9328,0.31070268154144287
bio13,399.0639999999999,0.30215221643447876
bio13,401.19519999999994,0.29369887709617615
bio13,403.3264,0.28534772992134094
bio13,405.45759999999996,0.277103453874588
bio13,407.58879999999994,0.26897087693214417
bio13,409.7199999999999,0.26095420122146606
bio13,411.85119999999995,0.2530575096607208
bio13,413.9823999999999,0.2452845573425293
bio13,416.11359999999996,0.2376389056444168
bio13,418.24479999999994,0.23012368381023407
bio13,420.3759999999999,0.22274208068847656
bio13,422.50719999999995,0.21549668908119202
bio13,424.63839999999993,0.20838996767997742
bio13,426.76959999999997,0.2014240324497223
bio13,428.90079999999995,0.19460080564022064
bio13,431.0319999999999,0.18792179226875305
bio13,433.16319999999996,0.18138855695724487
bio13,435.29439999999994,0.1750020831823349
bio13,437.4256,0.16876323521137238
bio13,439.5567999999999,0.16267260909080505
bio13,441.68799999999993,0.1567305475473404
bio13,443.81919999999997,0.15093712508678436
bio13,445.9504,0.14529240131378174
bio13,448.0815999999999,0.13979597389698029
bio13,450.21279999999996,0.13444732129573822
bio13,452.3439999999999,0.12924571335315704
bio13,454.4751999999999,0.12419026345014572
bio13,456.60639999999995,0.11927980184555054
bio13,458.7376,0.11451320350170135
bio13,460.8687999999999,0.1098889708518982
bio13,462.99999999999994,0.1054055392742157
bio13,465.1312,0.10106118768453598
bio13,467.2623999999999,0.096854068338871
bio13,469.39359999999994,0.09278221428394318
bio13,471.52479999999997,0.08884347975254059
bio13,473.656,0.08503580093383789
bio13,475.7871999999999,0.08135683834552765
bio13,477.91839999999985,0.07780423015356064
bio13,480.0496,0.07437553256750107
bio13,482.1807999999999,0.07106823474168777
bio13,484.31199999999995,0.06787974387407303
bio13,486.4432,0.06480752676725388
bio13,488.5743999999999,0.06184887886047363
bio13,490.70559999999995,0.05900111421942711
bio13,492.83679999999987,0.05626150965690613
bio13,494.968,0.05362732708454132
bio13,497.09919999999994,0.05109577625989914
bio13,499.23039999999986,0.04866417497396469
bio13,501.3616,0.04632972180843353
bio13,503.49279999999993,0.0440896600484848
bio13,505.62399999999997,0.041941240429878235
bio13,507.7551999999999,0.03988173231482506
bio13,509.8863999999999,0.037908390164375305
bio13,512.0176,0.03601861000061035
bio13,514.1487999999999,0.03420962020754814
bio13,516.2800000000001,0.03247883915901184
bio13,518.4112,0.0308237224817276
bio13,520.5423999999999,0.029241610318422318
bio13,522.6736000000001,0.027730077505111694
bio13,524.8048,0.02628655917942524
bio13,526.936,0.024908708408474922
bio13,529.0672,0.02359406277537346
bio13,531.1984,0.022340325638651848
bio13,533.3296,0.021145246922969818
bio13,535.4608,0.02000652812421322
bio13,537.5920000000001,0.018922053277492523
bio13,539.7232,0.017889633774757385
bio13,541.8543999999999,0.016907259821891785
bio13,543.9856,0.015972858294844627
