variable,x,y
bio03,24.5,5.692175909643993E-5
bio03,24.632,5.692175909643993E-5
bio03,24.764,5.692175909643993E-5
bio03,24.896,5.692175909643993E-5
bio03,25.028,5.692175909643993E-5
bio03,25.16,5.692175909643993E-5
bio03,25.292,5.692175909643993E-5
bio03,25.424,5.692175909643993E-5
bio03,25.556,5.692175909643993E-5
bio03,25.688,5.692175909643993E-5
bio03,25.82,5.692175909643993E-5
bio03,25.951999999999998,5.692175909643993E-5
bio03,26.084,5.692175909643993E-5
bio03,26.216,5.692175909643993E-5
bio03,26.348,5.692175909643993E-5
bio03,26.48,5.692175909643993E-5
bio03,26.612000000000002,5.692175909643993E-5
bio03,26.744,5.692175909643993E-5
bio03,26.876,5.692175909643993E-5
bio03,27.008,5.692175909643993E-5
bio03,27.14,5.692175909643993E-5
bio03,27.272,5.692175909643993E-5
bio03,27.404,5.692175909643993E-5
bio03,27.536,5.692175909643993E-5
bio03,27.668,5.692175909643993E-5
bio03,27.8,5.692175909643993E-5
bio03,27.932,5.692175909643993E-5
bio03,28.064,5.692175909643993E-5
bio03,28.196,5.692175909643993E-5
bio03,28.328,5.692175909643993E-5
bio03,28.46,5.692175909643993E-5
bio03,28.592,5.692175909643993E-5
bio03,28.724,5.692175909643993E-5
bio03,28.856,5.692175909643993E-5
bio03,28.988,5.692175909643993E-5
bio03,29.12,5.692175909643993E-5
bio03,29.252,5.692175909643993E-5
bio03,29.384,5.692175909643993E-5
bio03,29.516,5.692175909643993E-5
bio03,29.648,5.692175909643993E-5
bio03,29.78,5.692175909643993E-5
bio03,29.912,5.692175909643993E-5
bio03,30.044,5.8682231610873714E-5
bio03,30.176000000000002,6.427943299058825E-5
bio03,30.308,7.038160401862115E-5
bio03,30.44,7.70314218243584E-5
bio03,30.572,8.427490683970973E-5
bio03,30.704,9.216166654368863E-5
bio03,30.836,1.0074511374114081E-4
bio03,30.968,1.1008275032509118E-4
bio03,31.1,1.2023644376313314E-4
bio03,31.232,1.3127275451552123E-4
bio03,31.364,1.4326318341773003E-4
bio03,31.496000000000002,1.562846009619534E-4
bio03,31.628,1.7041950195562094E-4
bio03,31.759999999999998,1.8575646390672773E-4
bio03,31.892,2.023904671659693E-4
bio03,32.024,2.2042309865355492E-4
bio03,32.156,2.3996403615456074E-4
bio03,32.288,2.611299278214574E-4
bio03,32.42,2.840458764694631E-4
bio03,32.552,3.0884583247825503E-4
bio03,32.684,3.356728993821889E-4
bio03,32.816,3.6468106554821134E-4
bio03,32.948,3.9603206096217036E-4
