variable,x,y
bio15,-0.1999999999999993,2.7827773010358214E-4
bio15,0.09280000000000066,2.7827773010358214E-4
bio15,0.3856000000000006,2.7827773010358214E-4
bio15,0.6784000000000006,2.7827773010358214E-4
bio15,0.9712000000000005,2.7827773010358214E-4
bio15,1.2640000000000005,2.7827773010358214E-4
bio15,1.5568000000000004,2.7827773010358214E-4
bio15,1.8496000000000001,2.7827773010358214E-4
bio15,2.1424000000000003,2.7827773010358214E-4
bio15,2.4352000000000005,2.7827773010358214E-4
bio15,2.728,2.7827773010358214E-4
bio15,3.0208,2.7827773010358214E-4
bio15,3.3136,2.7827773010358214E-4
bio15,3.6064000000000003,2.7827773010358214E-4
bio15,3.8991999999999996,2.7827773010358214E-4
bio15,4.192,2.7827773010358214E-4
bio15,4.4848,2.7827773010358214E-4
bio15,4.7776000000000005,2.7827773010358214E-4
bio15,5.0704,2.7827773010358214E-4
bio15,5.3632,2.7827773010358214E-4
bio15,5.656,2.7827773010358214E-4
bio15,5.9488,2.7827773010358214E-4
bio15,6.241599999999999,2.7827773010358214E-4
bio15,6.5344,2.7827773010358214E-4
bio15,6.8271999999999995,2.7827773010358214E-4
bio15,7.12,2.7827773010358214E-4
bio15,7.4128,2.7827773010358214E-4
bio15,7.7056,2.7827773010358214E-4
bio15,7.998399999999998,2.7827773010358214E-4
bio15,8.2912,2.7827773010358214E-4
bio15,8.584,2.7827773010358214E-4
bio15,8.8768,2.7827773010358214E-4
bio15,9.169599999999999,2.7827773010358214E-4
bio15,9.462399999999999,2.7827773010358214E-4
bio15,9.7552,2.7827773010358214E-4
bio15,10.047999999999998,2.7827773010358214E-4
bio15,10.3408,2.7827773010358214E-4
bio15,10.6336,2.7827773010358214E-4
bio15,10.9264,2.7827773010358214E-4
bio15,11.219199999999999,2.7827773010358214E-4
bio15,11.511999999999999,2.7827773010358214E-4
bio15,11.804799999999998,2.7827773010358214E-4
bio15,12.0976,2.80687992926687E-4
bio15,12.390399999999998,2.880447427742183E-4
bio15,12.683199999999998,2.9559427639469504E-4
bio15,12.975999999999999,3.033416869584471E-4
bio15,13.268799999999999,3.1129209673963487E-4
bio15,13.561599999999999,3.1945083173923194E-4
bio15,13.854399999999998,3.2782339258119464E-4
bio15,14.147199999999998,3.364153380971402E-4
bio15,14.44,3.4523243084549904E-4
bio15,14.732799999999997,3.542805789038539E-4
bio15,15.025599999999999,3.635658649727702E-4
bio15,15.318399999999999,3.7309442996047437E-4
bio15,15.611199999999998,3.8287267670966685E-4
bio15,15.904,3.9290712447836995E-4
bio15,16.196799999999996,4.0320452535524964E-4
bio15,16.4896,4.1377171874046326E-4
bio15,16.7824,4.246158350724727E-4
bio15,17.0752,4.3574406299740076E-4
bio15,17.368,4.471639113035053E-4
bio15,17.660799999999995,4.58883005194366E-4
bio15,17.953599999999998,4.709090571850538E-4
bio15,18.246399999999998,4.8325027455575764E-4
bio15,18.539199999999997,4.959147772751749E-4
bio15,18.831999999999997,5.089112091809511E-4
bio15,19.124799999999997,5.222479812800884E-4
bio15,19.4176,5.35934348590672E-4
bio15,19.7104,5.499791586771607E-4
bio15,20.003199999999996,5.643920158036053E-4
bio15,20.295999999999996,5.791823496110737E-4
bio15,20.588799999999996,5.943602882325649E-4
bio15,20.8816,6.099357269704342E-4
bio15,21.1744,6.259193178266287E-4
bio15,21.4672,6.423215381801128E-4
bio15,21.759999999999998,6.59153563901782E-4
bio15,22.052799999999998,6.764263962395489E-4
bio15,22.345599999999994,6.94151793140918E-4
bio15,22.638399999999997,7.12341396138072E-4
bio15,22.931199999999997,7.310076034627855E-4
bio15,23.223999999999997,7.501627551391721E-4
bio15,23.516799999999996,7.6981948222965E-4
bio15,23.809599999999996,7.899912889115512E-4
bio15,24.1024,8.106912137009203E-4
bio15,24.3952,8.319335174746811E-4
bio15,24.688,8.53732053656131E-4
bio15,24.980799999999995,8.76101606991142E-4
bio15,25.273599999999995,8.990569040179253E-4
bio15,25.566399999999994,9.226135443896055E-4
bio15,25.859199999999998,9.467869531363249E-4
bio15,26.151999999999997,9.715935448184609E-4
bio15,26.444799999999997,9.970496175810695E-4
bio15,26.737599999999997,0.0010231725173071027
bio15,27.030399999999997,0.0010499792406335473
bio15,27.323199999999996,0.001077488181181252
bio15,27.615999999999996,0.0011057171504944563
bio15,27.908799999999996,0.0011346855899319053
bio15,28.201599999999996,0.001164412242360413
bio15,28.494399999999995,0.0011949173640459776
bio15,28.7872,0.0012262212112545967
bio15,29.08,0.0012583445059135556
bio15,29.372799999999998,0.0012913089012727141
bio15,29.665599999999994,0.001325136050581932
